ts,device_id,skill_id,commanded_angle,target_angle,error,prev_error,action_idx,action_value,reward,q_value,td_error,epsilon,memory_size,retrieval_k,neighbor_agreement,tick_duration_ms,skill_elapsed_ms
132500,esp32-arm,reach-target-fast,160.0,45.0,-115.0,-116.0,3,-1,-115.0,0.0,0.0,0.2,128,0,0.0,45,95071
133002,esp32-arm,reach-target-fast,180.0,45.0,-135.0,-135.0,5,1,-135.0,0.0,0.0,0.2,128,0,0.0,46,95572
133503,esp32-arm,reach-target-fast,168.0,45.0,-123.0,-123.0,4,0,-123.0,0.0,0.0,0.2,128,0,0.0,38,96073
133997,esp32-arm,reach-target-fast,178.0,45.0,-133.0,-135.0,2,-2,-133.0,0.0,0.0,0.2,128,0,0.0,38,96568
134504,esp32-arm,reach-target-fast,150.0,45.0,-105.0,-103.0,6,2,-105.0,0.0,0.0,0.2,128,0,0.0,45,97074
135005,esp32-arm,reach-target-fast,156.0,45.0,-111.0,-106.0,7,5,-111.0,0.0,0.0,0.2,128,0,0.0,45,97575
135507,esp32-arm,reach-target-fast,117.0,45.0,-72.0,-82.0,0,-10,-72.0,0.0,0.0,0.2,128,0,0.0,39,98077
136001,esp32-arm,reach-target-fast,106.0,45.0,-61.0,-71.0,0,-10,-61.0,0.0,0.0,0.2,128,0,0.0,39,98571
136507,esp32-arm,reach-target-fast,95.0,45.0,-50.0,-49.0,5,1,-50.0,0.0,0.0,0.2,128,0,0.0,45,99077
137008,esp32-arm,reach-target-fast,94.0,45.0,-49.0,-49.0,4,0,-49.0,0.0,0.0,0.2,128,0,0.0,45,99578
137510,esp32-arm,reach-target-fast,89.0,45.0,-44.0,-46.0,2,-2,-44.0,0.0,0.0,0.2,128,0,0.0,38,100080
138005,esp32-arm,reach-target-fast,74.0,45.0,-29.0,-39.0,0,-10,-29.0,0.0,0.0,0.2,128,0,0.0,38,100575
138512,esp32-arm,reach-target-fast,79.0,45.0,-34.0,-29.0,7,5,-34.0,0.0,0.0,0.2,128,0,0.0,45,101083
139014,esp32-arm,reach-target-fast,76.0,45.0,-31.0,-26.0,7,5,-31.0,0.0,0.0,0.2,128,0,0.0,45,101584
139515,esp32-arm,reach-target-fast,48.0,45.0,-3.0,-13.0,0,-10,-3.0,0.0,0.0,0.2,128,0,0.0,38,102085
140009,esp32-arm,reach-target-fast,47.0,45.0,-2.0,-12.0,0,-10,3.0,0.0,0.0,0.2,128,0,0.0,38,102579
140516,esp32-arm,reach-target-fast,30.0,45.0,15.0,15.0,4,0,-15.0,0.0,0.0,0.2,128,0,0.0,45,103086
141017,esp32-arm,reach-target-fast,56.0,45.0,-11.0,-6.0,7,5,-11.0,0.0,0.0,0.2,128,0,0.0,45,103588
141518,esp32-arm,reach-target-fast,69.0,45.0,-24.0,-14.0,8,10,-24.0,0.0,0.0,0.2,128,0,0.0,38,104088
142012,esp32-arm,reach-target-fast,77.0,45.0,-32.0,-34.0,2,-2,-32.0,0.0,0.0,0.2,128,0,0.0,39,104582
142518,esp32-arm,reach-target-fast,79.0,45.0,-34.0,-34.0,4,0,-34.0,0.0,0.0,0.2,128,0,0.0,45,105088
143019,esp32-arm,reach-target-fast,73.0,45.0,-28.0,-33.0,1,-5,-28.0,0.0,0.0,0.2,128,0,0.0,46,105589
143520,esp32-arm,reach-target-fast,57.0,45.0,-12.0,-22.0,0,-10,-12.0,0.0,0.0,0.2,128,0,0.0,39,106090
144013,esp32-arm,reach-target-fast,61.0,45.0,-16.0,-17.0,3,-1,-16.0,0.0,0.0,0.2,128,0,0.0,38,106584
144521,esp32-arm,reach-target-fast,52.0,45.0,-7.0,-5.0,6,2,-7.0,0.0,0.0,0.2,128,0,0.0,45,107092
145023,esp32-arm,reach-target-fast,54.0,45.0,-9.0,-7.0,6,2,-9.0,0.0,0.0,0.2,128,0,0.0,45,107593
145525,esp32-arm,reach-target-fast,22.0,45.0,23.0,13.0,0,-10,-23.0,0.0,0.0,0.2,128,0,0.0,39,108095
146019,esp32-arm,reach-target-fast,46.0,45.0,-1.0,9.0,8,10,4.0,0.0,0.0,0.2,128,0,0.0,38,108589
146526,esp32-arm,reach-target-fast,58.0,45.0,-13.0,-11.0,6,2,-13.0,0.0,0.0,0.2,128,0,0.0,45,109097
147027,esp32-arm,reach-target-fast,53.0,45.0,-8.0,2.0,8,10,-8.0,0.0,0.0,0.2,128,0,0.0,45,109597
147521,esp32-arm,reach-target-fast,66.0,45.0,-21.0,-26.0,1,-5,-21.0,0.0,0.0,0.2,128,0,0.0,39,110091
148020,esp32-arm,reach-target-fast,65.0,45.0,-20.0,-25.0,1,-5,-20.0,0.0,0.0,0.2,128,0,0.0,38,110591
148528,esp32-arm,reach-target-fast,78.0,45.0,-33.0,-35.0,2,-2,-33.0,0.0,0.0,0.2,128,0,0.0,45,111099
149030,esp32-arm,reach-target-fast,88.0,45.0,-43.0,-38.0,7,5,-43.0,0.0,0.0,0.2,128,0,0.0,46,111600
149524,esp32-arm,reach-target-fast,77.0,45.0,-32.0,-37.0,1,-5,-32.0,0.0,0.0,0.2,128,0,0.0,39,112094
150024,esp32-arm,reach-target-fast,76.0,45.0,-31.0,-31.0,4,0,-31.0,0.0,0.0,0.2,128,0,0.0,38,112594
150533,esp32-arm,reach-target-fast,64.0,45.0,-19.0,-21.0,2,-2,-19.0,0.0,0.0,0.2,128,0,0.0,45,113103
151035,esp32-arm,reach-target-fast,58.0,45.0,-13.0,-13.0,4,0,-13.0,0.0,0.0,0.2,128,0,0.0,46,113605
151529,esp32-arm,reach-target-fast,42.0,45.0,3.0,-7.0,0,-10,-3.0,0.0,0.0,0.2,128,0,0.0,38,114100
152029,esp32-arm,reach-target-fast,48.0,45.0,-3.0,-5.0,2,-2,-3.0,0.0,0.0,0.2,128,0,0.0,39,114600
152536,esp32-arm,reach-target-fast,39.0,45.0,6.0,8.0,6,2,-6.0,0.0,0.0,0.2,128,0,0.0,45,115107
153038,esp32-arm,reach-target-fast,48.0,45.0,-3.0,-3.0,4,0,-3.0,0.0,0.0,0.2,128,0,0.0,45,115609
153534,esp32-arm,reach-target-fast,10.0,45.0,35.0,25.0,0,-10,-35.0,0.0,0.0,0.2,128,0,0.0,38,116104
154034,esp32-arm,reach-target-fast,15.0,45.0,30.0,32.0,6,2,-30.0,0.0,0.0,0.2,128,0,0.0,38,116604
154541,esp32-arm,reach-target-fast,0.0,45.0,45.0,40.0,0,-10,-45.0,0.0,0.0,0.2,128,0,0.0,45,117111
155042,esp32-arm,reach-target-fast,47.0,45.0,-2.0,8.0,8,10,3.0,0.0,0.0,0.2,128,0,0.0,45,117612
155536,esp32-arm,reach-target-fast,63.0,45.0,-18.0,-18.0,4,0,-18.0,0.0,0.0,0.2,128,0,0.0,38,118106
156036,esp32-arm,reach-target-fast,69.0,45.0,-24.0,-23.0,5,1,-24.0,0.0,0.0,0.2,128,0,0.0,38,118606
156544,esp32-arm,reach-target-fast,86.0,45.0,-41.0,-42.0,3,-1,-41.0,0.0,0.0,0.2,128,0,0.0,46,119114
157045,esp32-arm,reach-target-fast,74.0,45.0,-29.0,-19.0,8,10,-29.0,0.0,0.0,0.2,128,0,0.0,45,119615
157539,esp32-arm,reach-target-fast,88.0,45.0,-43.0,-48.0,1,-5,-43.0,0.0,0.0,0.2,128,0,0.0,39,120109
158039,esp32-arm,reach-target-fast,88.0,45.0,-43.0,-43.0,4,0,-43.0,0.0,0.0,0.2,128,0,0.0,39,120609
158546,esp32-arm,reach-target-fast,76.0,45.0,-31.0,-31.0,4,0,-31.0,0.0,0.0,0.2,128,0,0.0,45,121117
159048,esp32-arm,reach-target-fast,65.0,45.0,-20.0,-15.0,7,5,-20.0,0.0,0.0,0.2,128,0,0.0,46,121618
159542,esp32-arm,reach-target-fast,65.0,45.0,-20.0,-18.0,6,2,-20.0,0.0,0.0,0.2,128,0,0.0,38,122112
160042,esp32-arm,reach-target-fast,62.0,45.0,-17.0,-16.0,5,1,-17.0,0.0,0.0,0.2,128,0,0.0,38,122612
160549,esp32-arm,reach-target-fast,49.0,45.0,-4.0,-3.0,5,1,-4.0,0.0,0.0,0.2,128,0,0.0,45,123119
161051,esp32-arm,reach-target-fast,14.0,45.0,31.0,21.0,0,-10,-31.0,0.0,0.0,0.2,128,0,0.0,46,123621
161545,esp32-arm,reach-target-fast,10.0,45.0,35.0,40.0,7,5,-35.0,0.0,0.0,0.2,128,0,0.0,38,124115
162045,esp32-arm,reach-target-fast,13.0,45.0,32.0,37.0,7,5,-32.0,0.0,0.0,0.2,128,0,0.0,38,124615
162552,esp32-arm,reach-target-fast,24.0,45.0,21.0,20.0,3,-1,-21.0,0.0,0.0,0.2,128,0,0.0,45,125122
163053,esp32-arm,reach-target-fast,31.0,45.0,14.0,15.0,5,1,-14.0,0.0,0.0,0.2,128,0,0.0,45,125624
163549,esp32-arm,reach-target-fast,69.0,45.0,-24.0,-23.0,5,1,-24.0,0.0,0.0,0.2,128,0,0.0,38,126119
164049,esp32-arm,reach-target-fast,53.0,45.0,-8.0,-18.0,0,-10,-8.0,0.0,0.0,0.2,128,0,0.0,39,126619
164555,esp32-arm,reach-target-fast,23.0,45.0,22.0,22.0,4,0,-22.0,0.0,0.0,0.2,128,0,0.0,45,127126
165058,esp32-arm,reach-target-fast,14.0,45.0,31.0,30.0,3,-1,-31.0,0.0,0.0,0.2,128,0,0.0,45,127628
165553,esp32-arm,reach-target-fast,1.0,45.0,44.0,44.0,4,0,-44.0,0.0,0.0,0.2,128,0,0.0,39,128123
166051,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,3,-1,-45.0,0.0,0.0,0.2,128,0,0.0,38,128622
166560,esp32-arm,reach-target-fast,8.0,45.0,37.0,35.0,2,-2,-37.0,0.0,0.0,0.2,128,0,0.0,46,129130
167062,esp32-arm,reach-target-fast,30.0,45.0,15.0,16.0,5,1,-15.0,0.0,0.0,0.2,128,0,0.0,45,129632
167556,esp32-arm,reach-target-fast,52.0,45.0,-7.0,-9.0,2,-2,-7.0,0.0,0.0,0.2,128,0,0.0,38,130127
168057,esp32-arm,reach-target-fast,78.0,45.0,-33.0,-43.0,0,-10,-33.0,0.0,0.0,0.2,128,0,0.0,39,130627
168565,esp32-arm,reach-target-fast,70.0,45.0,-25.0,-15.0,8,10,-25.0,0.0,0.0,0.2,128,0,0.0,45,131135
169068,esp32-arm,reach-target-fast,62.0,45.0,-17.0,-15.0,6,2,-17.0,0.0,0.0,0.2,128,0,0.0,45,131638
169563,esp32-arm,reach-target-fast,54.0,45.0,-9.0,-14.0,1,-5,-9.0,0.0,0.0,0.2,128,0,0.0,39,132133
170063,esp32-arm,reach-target-fast,63.0,45.0,-18.0,-19.0,3,-1,-18.0,0.0,0.0,0.2,128,0,0.0,39,132633
170569,esp32-arm,reach-target-fast,69.0,45.0,-24.0,-25.0,3,-1,-24.0,0.0,0.0,0.2,128,0,0.0,45,133139
171071,esp32-arm,reach-target-fast,68.0,45.0,-23.0,-23.0,4,0,-23.0,0.0,0.0,0.2,128,0,0.0,46,133641
171565,esp32-arm,reach-target-fast,56.0,45.0,-11.0,-1.0,8,10,-11.0,0.0,0.0,0.2,128,0,0.0,38,134135
172065,esp32-arm,reach-target-fast,90.0,45.0,-45.0,-40.0,7,5,-45.0,0.0,0.0,0.2,128,0,0.0,38,134635
172572,esp32-arm,reach-target-fast,107.0,45.0,-62.0,-57.0,7,5,-62.0,0.0,0.0,0.2,128,0,0.0,45,135142
173073,esp32-arm,reach-target-fast,112.0,45.0,-67.0,-65.0,6,2,-67.0,0.0,0.0,0.2,128,0,0.0,46,135643
173568,esp32-arm,reach-target-fast,126.0,45.0,-81.0,-76.0,7,5,-81.0,0.0,0.0,0.2,128,0,0.0,38,136138
174068,esp32-arm,reach-target-fast,121.0,45.0,-76.0,-71.0,7,5,-76.0,0.0,0.0,0.2,128,0,0.0,38,136638
174576,esp32-arm,reach-target-fast,99.0,45.0,-54.0,-52.0,6,2,-54.0,0.0,0.0,0.2,128,0,0.0,45,137146
175077,esp32-arm,reach-target-fast,120.0,45.0,-75.0,-74.0,5,1,-75.0,0.0,0.0,0.2,128,0,0.0,46,137647
175571,esp32-arm,reach-target-fast,113.0,45.0,-68.0,-78.0,0,-10,-68.0,0.0,0.0,0.2,128,0,0.0,39,138141
176071,esp32-arm,reach-target-fast,103.0,45.0,-58.0,-48.0,8,10,-58.0,0.0,0.0,0.2,128,0,0.0,38,138641
176578,esp32-arm,reach-target-fast,64.0,45.0,-19.0,-19.0,4,0,-19.0,0.0,0.0,0.2,128,0,0.0,45,139148
177081,esp32-arm,reach-target-fast,54.0,45.0,-9.0,-11.0,2,-2,-9.0,0.0,0.0,0.2,128,0,0.0,45,139651
177575,esp32-arm,reach-target-fast,19.0,45.0,26.0,24.0,2,-2,-26.0,0.0,0.0,0.2,128,0,0.0,39,140145
178075,esp32-arm,reach-target-fast,10.0,45.0,35.0,30.0,1,-5,-35.0,0.0,0.0,0.2,128,0,0.0,38,140645
178583,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,0,-10,-45.0,0.0,0.0,0.2,128,0,0.0,46,141153
179085,esp32-arm,reach-target-fast,10.0,45.0,35.0,45.0,8,10,-35.0,0.0,0.0,0.2,128,0,0.0,46,141655
179579,esp32-arm,reach-target-fast,0.0,45.0,45.0,39.0,0,-10,-45.0,0.0,0.0,0.2,128,0,0.0,39,142149
180079,esp32-arm,reach-target-fast,15.0,45.0,30.0,40.0,8,10,-30.0,0.0,0.0,0.2,128,0,0.0,39,142649
180585,esp32-arm,reach-target-fast,45.0,45.0,0.0,2.0,6,2,5.0,0.0,0.0,0.2,128,0,0.0,45,143156
181086,esp32-arm,reach-target-fast,46.0,45.0,-1.0,-3.0,2,-2,4.0,0.0,0.0,0.2,128,0,0.0,45,143657
181581,esp32-arm,reach-target-fast,64.0,45.0,-19.0,-14.0,7,5,-19.0,0.0,0.0,0.2,128,0,0.0,38,144151
182081,esp32-arm,reach-target-fast,75.0,45.0,-30.0,-31.0,3,-1,-30.0,0.0,0.0,0.2,128,0,0.0,38,144651
182588,esp32-arm,reach-target-fast,98.0,45.0,-53.0,-58.0,1,-5,-53.0,0.0,0.0,0.2,128,0,0.0,46,145158
183089,esp32-arm,reach-target-fast,97.0,45.0,-52.0,-57.0,1,-5,-52.0,0.0,0.0,0.2,128,0,0.0,46,145659
183586,esp32-arm,reach-target-fast,81.0,45.0,-36.0,-36.0,4,0,-36.0,0.0,0.0,0.2,128,0,0.0,39,146156
184084,esp32-arm,reach-target-fast,82.0,45.0,-37.0,-37.0,4,0,-37.0,0.0,0.0,0.2,128,0,0.0,38,146655
184593,esp32-arm,reach-target-fast,67.0,45.0,-22.0,-24.0,2,-2,-22.0,0.0,0.0,0.2,128,0,0.0,45,147164
185094,esp32-arm,reach-target-fast,86.0,45.0,-41.0,-36.0,7,5,-41.0,0.0,0.0,0.2,128,0,0.0,46,147664
185588,esp32-arm,reach-target-fast,61.0,45.0,-16.0,-11.0,7,5,-16.0,0.0,0.0,0.2,128,0,0.0,39,148158
186088,esp32-arm,reach-target-fast,53.0,45.0,-8.0,-13.0,1,-5,-8.0,0.0,0.0,0.2,128,0,0.0,38,148659
186595,esp32-arm,reach-target-fast,59.0,45.0,-14.0,-16.0,2,-2,-14.0,0.0,0.0,0.2,128,0,0.0,45,149166
187096,esp32-arm,reach-target-fast,55.0,45.0,-10.0,-12.0,2,-2,-10.0,0.0,0.0,0.2,128,0,0.0,45,149666
187590,esp32-arm,reach-target-fast,69.0,45.0,-24.0,-29.0,1,-5,-24.0,0.0,0.0,0.2,128,0,0.0,38,150160
188090,esp32-arm,reach-target-fast,56.0,45.0,-11.0,-13.0,2,-2,-11.0,0.0,0.0,0.2,128,0,0.0,39,150660
188598,esp32-arm,reach-target-fast,93.0,45.0,-48.0,-38.0,8,10,-48.0,0.0,0.0,0.2,128,0,0.0,45,151168
189102,esp32-arm,reach-target-fast,76.0,45.0,-31.0,-33.0,2,-2,-31.0,0.0,0.0,0.2,128,0,0.0,46,151672
189595,esp32-arm,reach-target-fast,72.0,45.0,-27.0,-29.0,2,-2,-27.0,0.0,0.0,0.2,128,0,0.0,38,152166
190096,esp32-arm,reach-target-fast,80.0,45.0,-35.0,-45.0,0,-10,-35.0,0.0,0.0,0.2,128,0,0.0,38,152666
190603,esp32-arm,reach-target-fast,69.0,45.0,-24.0,-25.0,3,-1,-24.0,0.0,0.0,0.2,128,0,0.0,45,153173
191104,esp32-arm,reach-target-fast,68.0,45.0,-23.0,-22.0,5,1,-23.0,0.0,0.0,0.2,128,0,0.0,45,153675
191598,esp32-arm,reach-target-fast,61.0,45.0,-16.0,-18.0,2,-2,-16.0,0.0,0.0,0.2,128,0,0.0,39,154168
192097,esp32-arm,reach-target-fast,53.0,45.0,-8.0,-9.0,3,-1,-8.0,0.0,0.0,0.2,128,0,0.0,38,154667
192605,esp32-arm,reach-target-fast,88.0,45.0,-43.0,-33.0,8,10,-43.0,0.0,0.0,0.2,128,0,0.0,45,155175
193106,esp32-arm,reach-target-fast,66.0,45.0,-21.0,-26.0,1,-5,-21.0,0.0,0.0,0.2,128,0,0.0,45,155677
193602,esp32-arm,reach-target-fast,56.0,45.0,-11.0,-16.0,1,-5,-11.0,0.0,0.0,0.2,128,0,0.0,39,156172
194102,esp32-arm,reach-target-fast,52.0,45.0,-7.0,-2.0,7,5,-7.0,0.0,0.0,0.2,128,0,0.0,38,156672
194609,esp32-arm,reach-target-fast,34.0,45.0,11.0,11.0,4,0,-11.0,0.0,0.0,0.2,128,0,0.0,45,157179
195112,esp32-arm,reach-target-fast,41.0,45.0,4.0,2.0,2,-2,-4.0,0.0,0.0,0.2,128,0,0.0,45,157683
195606,esp32-arm,reach-target-fast,32.0,45.0,13.0,13.0,4,0,-13.0,0.0,0.0,0.2,128,0,0.0,38,158176
196105,esp32-arm,reach-target-fast,27.0,45.0,18.0,20.0,6,2,-18.0,0.0,0.0,0.2,128,0,0.0,38,158676
196613,esp32-arm,reach-target-fast,45.0,45.0,0.0,0.0,4,0,5.0,0.0,0.0,0.2,128,0,0.0,45,159183
197115,esp32-arm,reach-target-fast,70.0,45.0,-25.0,-20.0,7,5,-25.0,0.0,0.0,0.2,128,0,0.0,46,159685
197610,esp32-arm,reach-target-fast,77.0,45.0,-32.0,-33.0,3,-1,-32.0,0.0,0.0,0.2,128,0,0.0,38,160180
198111,esp32-arm,reach-target-fast,64.0,45.0,-19.0,-18.0,5,1,-19.0,0.0,0.0,0.2,128,0,0.0,39,160681
198618,esp32-arm,reach-target-fast,73.0,45.0,-28.0,-26.0,6,2,-28.0,0.0,0.0,0.2,128,0,0.0,45,161189
199122,esp32-arm,reach-target-fast,80.0,45.0,-35.0,-35.0,4,0,-35.0,0.0,0.0,0.2,128,0,0.0,46,161692
199616,esp32-arm,reach-target-fast,35.0,45.0,10.0,11.0,5,1,-10.0,0.0,0.0,0.2,128,0,0.0,39,162186
200117,esp32-arm,reach-target-fast,2.0,45.0,43.0,45.0,6,2,-43.0,0.0,0.0,0.2,128,0,0.0,38,162687
200624,esp32-arm,reach-target-fast,15.0,45.0,30.0,40.0,8,10,-30.0,0.0,0.0,0.2,128,0,0.0,45,163194
201125,esp32-arm,reach-target-fast,3.0,45.0,42.0,32.0,0,-10,-42.0,0.0,0.0,0.2,128,0,0.0,46,163695
201619,esp32-arm,reach-target-fast,0.0,45.0,45.0,40.0,0,-10,-45.0,0.0,0.0,0.2,128,0,0.0,38,164189
202119,esp32-arm,reach-target-fast,22.0,45.0,23.0,33.0,8,10,-23.0,0.0,0.0,0.2,128,0,0.0,39,164689
202626,esp32-arm,reach-target-fast,1.0,45.0,44.0,45.0,5,1,-44.0,0.0,0.0,0.2,128,0,0.0,46,165196
203127,esp32-arm,reach-target-fast,4.0,45.0,41.0,36.0,1,-5,-41.0,0.0,0.0,0.2,128,0,0.0,45,165697
203622,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,1,-5,-45.0,0.0,0.0,0.2,128,0,0.0,38,166192
204123,esp32-arm,reach-target-fast,0.0,45.0,45.0,38.0,0,-10,-45.0,0.0,0.0,0.2,128,0,0.0,39,166693
204630,esp32-arm,reach-target-fast,15.0,45.0,30.0,28.0,2,-2,-30.0,0.0,0.0,0.2,128,0,0.0,45,167200
205131,esp32-arm,reach-target-fast,22.0,45.0,23.0,24.0,5,1,-23.0,0.0,0.0,0.2,128,0,0.0,46,167701
205625,esp32-arm,reach-target-fast,4.0,45.0,41.0,31.0,0,-10,-41.0,0.0,0.0,0.2,128,0,0.0,39,168195
206125,esp32-arm,reach-target-fast,3.0,45.0,42.0,41.0,3,-1,-42.0,0.0,0.0,0.2,128,0,0.0,39,168695
206632,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,3,-1,-45.0,0.0,0.0,0.2,128,0,0.0,45,169202
207134,esp32-arm,reach-target-fast,19.0,45.0,26.0,36.0,8,10,-26.0,0.0,0.0,0.2,128,0,0.0,47,169704
207628,esp32-arm,reach-target-fast,30.0,45.0,15.0,16.0,5,1,-15.0,0.0,0.0,0.2,128,0,0.0,39,170198
208129,esp32-arm,reach-target-fast,0.0,45.0,45.0,45.0,3,-1,-45.0,0.0,0.0,0.2,128,0,0.0,39,170699
208635,esp32-arm,reach-target-fast,4.0,45.0,41.0,31.0,0,-10,-41.0,0.0,0.0,0.2,128,0,0.0,45,171206
209138,esp32-arm,reach-target-fast,5.0,45.0,40.0,45.0,7,5,-40.0,0.0,0.0,0.2,128,0,0.0,45,171708
209631,esp32-arm,reach-target-fast,46.0,45.0,-1.0,9.0,8,10,4.0,0.0,0.0,0.2,128,0,0.0,38,172202
210133,esp32-arm,reach-target-fast,14.0,45.0,31.0,21.0,0,-10,-31.0,0.0,0.0,0.2,128,0,0.0,38,172704
210642,esp32-arm,reach-target-fast,6.0,45.0,39.0,40.0,5,1,-39.0,0.0,0.0,0.2,128,0,0.0,45,173212
211143,esp32-arm,reach-target-fast,35.0,45.0,10.0,15.0,7,5,-10.0,0.0,0.0,0.2,128,0,0.0,45,173713
211637,esp32-arm,reach-target-fast,30.0,45.0,15.0,17.0,6,2,-15.0,0.0,0.0,0.2,128,0,0.0,39,174207
212137,esp32-arm,reach-target-fast,45.0,45.0,0.0,2.0,6,2,5.0,0.0,0.0,0.2,128,0,0.0,38,174707
212645,esp32-arm,reach-target-fast,61.0,45.0,-16.0,-17.0,3,-1,-16.0,0.0,0.0,0.2,128,0,0.0,45,175215
213146,esp32-arm,reach-target-fast,78.0,45.0,-33.0,-34.0,3,-1,-33.0,0.0,0.0,0.2,128,0,0.0,45,175716
213641,esp32-arm,reach-target-fast,78.0,45.0,-33.0,-43.0,0,-10,-33.0,0.0,0.0,0.2,128,0,0.0,38,176211
214142,esp32-arm,reach-target-fast,88.0,45.0,-43.0,-41.0,6,2,-43.0,0.0,0.0,0.2,128,0,0.0,38,176712
214649,esp32-arm,reach-target-fast,85.0,45.0,-40.0,-50.0,0,-10,-40.0,0.0,0.0,0.2,128,0,0.0,45,177219
215150,esp32-arm,reach-target-fast,107.0,45.0,-62.0,-62.0,4,0,-62.0,0.0,0.0,0.2,128,0,0.0,46,177720
215646,esp32-arm,reach-target-fast,135.0,45.0,-90.0,-85.0,7,5,-90.0,0.0,0.0,0.2,128,0,0.0,38,178216
216147,esp32-arm,reach-target-fast,126.0,45.0,-81.0,-82.0,3,-1,-81.0,0.0,0.0,0.2,128,0,0.0,40,178717
216653,esp32-arm,reach-target-fast,122.0,45.0,-77.0,-87.0,0,-10,-77.0,0.0,0.0,0.2,128,0,0.0,46,179223
217155,esp32-arm,reach-target-fast,96.0,45.0,-51.0,-49.0,6,2,-51.0,0.0,0.0,0.2,128,0,0.0,46,179725
217649,esp32-arm,reach-target-fast,97.0,45.0,-52.0,-50.0,6,2,-52.0,0.0,0.0,0.2,128,0,0.0,39,180219
218149,esp32-arm,reach-target-fast,98.0,45.0,-53.0,-52.0,5,1,-53.0,0.0,0.0,0.2,128,0,0.0,39,180719
218657,esp32-arm,reach-target-fast,77.0,45.0,-32.0,-37.0,1,-5,-32.0,0.0,0.0,0.2,128,0,0.0,46,181227
219158,esp32-arm,reach-target-fast,81.0,45.0,-36.0,-31.0,7,5,-36.0,0.0,0.0,0.2,128,0,0.0,38,181728
219652,esp32-arm,reach-target-fast,96.0,45.0,-51.0,-53.0,2,-2,-51.0,0.0,0.0,0.2,128,0,0.0,38,182222
220160,esp32-arm,reach-target-fast,119.0,45.0,-74.0,-64.0,8,10,-74.0,0.0,0.0,0.2,128,0,0.0,45,182730
220662,esp32-arm,reach-target-fast,153.0,45.0,-108.0,-110.0,2,-2,-108.0,0.0,0.0,0.2,128,0,0.0,46,183232
221163,esp32-arm,reach-target-fast,145.0,45.0,-100.0,-99.0,5,1,-100.0,0.0,0.0,0.2,128,0,0.0,38,183733
221658,esp32-arm,reach-target-fast,125.0,45.0,-80.0,-70.0,8,10,-80.0,0.0,0.0,0.2,128,0,0.0,39,184228
222163,esp32-arm,reach-target-fast,134.0,45.0,-89.0,-94.0,1,-5,-89.0,0.0,0.0,0.2,128,0,0.0,45,184733
222664,esp32-arm,reach-target-fast,163.0,45.0,-118.0,-108.0,8,10,-118.0,0.0,0.0,0.2,128,0,0.0,45,185234
223165,esp32-arm,reach-target-fast,175.0,45.0,-130.0,-135.0,1,-5,-130.0,0.0,0.0,0.2,128,0,0.0,38,185736
223662,esp32-arm,reach-target-fast,180.0,45.0,-135.0,-135.0,4,0,-135.0,0.0,0.0,0.2,128,0,0.0,38,186232
224169,esp32-arm,reach-target-fast,175.0,45.0,-130.0,-135.0,1,-5,-130.0,0.0,0.0,0.2,128,0,0.0,46,186739
224671,esp32-arm,reach-target-fast,165.0,45.0,-120.0,-115.0,7,5,-120.0,0.0,0.0,0.2,128,0,0.0,46,187241
225166,esp32-arm,reach-target-fast,144.0,45.0,-99.0,-94.0,7,5,-99.0,0.0,0.0,0.2,128,0,0.0,39,187736
225665,esp32-arm,reach-target-fast,168.0,45.0,-123.0,-118.0,7,5,-123.0,0.0,0.0,0.2,128,0,0.0,38,188235
226173,esp32-arm,reach-target-fast,173.0,45.0,-128.0,-133.0,1,-5,-128.0,0.0,0.0,0.2,128,0,0.0,45,188743
226674,esp32-arm,reach-target-fast,178.0,45.0,-133.0,-134.0,3,-1,-133.0,0.0,0.0,0.2,128,0,0.0,45,189245
227168,esp32-arm,reach-target-fast,162.0,45.0,-117.0,-122.0,1,-5,-117.0,0.0,0.0,0.2,128,0,0.0,39,189738
227668,esp32-arm,reach-target-fast,180.0,45.0,-135.0,-134.0,5,1,-135.0,0.0,0.0,0.2,128,0,0.0,38,190239
228175,esp32-arm,reach-target-fast,172.0,45.0,-127.0,-125.0,6,2,-127.0,0.0,0.0,0.2,128,0,0.0,45,190746
228676,esp32-arm,reach-target-fast,168.0,45.0,-123.0,-118.0,7,5,-123.0,0.0,0.0,0.2,128,0,0.0,38,191246
229170,esp32-arm,reach-target-fast,177.0,45.0,-132.0,-122.0,8,10,-132.0,0.0,0.0,0.2,128,0,0.0,38,191740
229676,esp32-arm,reach-target-fast,164.0,45.0,-119.0,-129.0,0,-10,-119.0,0.0,0.0,0.2,128,0,0.0,45,192247
230178,esp32-arm,reach-target-fast,158.0,45.0,-113.0,-118.0,1,-5,-113.0,0.0,0.0,0.2,128,0,0.0,46,192748
230681,esp32-arm,reach-target-fast,165.0,45.0,-120.0,-130.0,0,-10,-120.0,0.0,0.0,0.2,128,0,0.0,39,193251
231175,esp32-arm,reach-target-fast,146.0,45.0,-101.0,-103.0,2,-2,-101.0,0.0,0.0,0.2,128,0,0.0,38,193745
231681,esp32-arm,reach-target-fast,157.0,45.0,-112.0,-107.0,7,5,-112.0,0.0,0.0,0.2,128,0,0.0,45,194252
